1531060;-23.5706485;-46.6324489
1528000;-23.5648173;-46.6257947
1534000;-23.5722811;-46.6292074
1528020;-23.5658994;-46.62754899999999
1526030;-23.5642835;-46.6308861
1530040;26.1245649;32.4822812
1531001;-23.5703062;-46.6327505
1531000;-23.5704551;-46.6327505
1526010;-23.5634;-46.6323735
1532050;-23.5742084;-46.6362019
1532010;26.1479425;32.5217164
1529001;-23.5682113;-46.6350875
1533000;-23.5707597;-46.639008
1533070;-23.5688906;-46.638676
1532001;-23.5662861;-46.6394684
1526020;-23.5694673;-46.6323599
4108130;-23.5789335;-46.6281309
1534010;26.1282065;32.4828119
4109110;-23.5765238;-46.63201309999999
4109040;-23.5758335;-46.6313755
1532000;-23.5699585;-46.63577739999999
1529000;-23.5643323;-46.62989049999999
1526000;-23.5639803;-46.63146889999999
1530010;26.1185332;32.5277276
1531020;26.1317419;32.556011
1533080;26.1809499;32.5540668
1532020;26.1634626;32.5330313
1530080;26.122584;32.4744986
1533030;26.1706019;32.5547738
4108001;-23.5805544;-46.6311673
4108020;-23.5777113;-46.6338774
1534001;26.128339;32.4927162
4109130;-23.5753792;-46.6324552
1529010;-23.5694027;-46.6350875
1543020;26.0352798;32.3029563
1533010;26.1789853;32.5676757
1529020;-23.5702808;-46.6341828
1526050;-23.5676141;-46.631568
1530000;-;-
1530020;26.1146639;32.536567
1529040;-23.5665603;-46.6329656
4108000;-23.5785411;-46.6324489
1530090;26.1255108;32.4759136
1530050;26.1242033;32.479805
4109020;-23.5761276;-46.63063959999999
1534030;26.1279563;32.4746755
1530030;26.1202667;32.4817506
1531030;26.1336446;32.5471733
4108030;-;-
1532030;26.1603485;32.5167657
1532040;26.1476928;32.5096929
1531010;26.135621;32.5588389
1533020;26.1732588;32.5630806
1532070;-23.572517;-46.6353051
5037030;-23.5115911;-46.6866649
5037050;-23.5134409;-46.6865309
5038000;-23.5152896;-46.6966448
5002030;-23.5291944;-46.6739139
5042001;-23.5248235;-46.7026839
5001000;-;-
5036001;-23.512148;-46.6927197
5042010;31.4494684;26.5034724
5036110;-23.510492;-46.6943239
5042000;-23.5250387;-46.6912102
5033080;-23.5233289;-46.6836632
5038001;-23.5134035;-46.70306129999999
5033070;-23.5244932;-46.6835321
5003040;31.0022507;28.4323743
5003010;30.9639117;28.4221519
5033020;31.5446586;25.6213932
5038015;-23.5106959;-46.706314
5001200;-23.5255122;-46.6815603
5043060;-23.5270897;-46.6899273
5043010;-23.524816;-46.6897007
5037090;-23.5184456;-46.6871107
5041000;-23.5239363;-46.6906064
5038010;-23.515718;-46.6978727
5037001;-23.5140728;-46.68879500000001
5043050;-23.5267738;-46.6898057
5041010;31.3558397;26.4710228
5036000;-23.5161877;-46.6906064
5002000;-23.5291141;-46.6727974
5043020;-23.5260326;-46.6932289
5043000;-23.525353;-46.6909245
5037120;-23.5190134;-46.6881573
5002010;31.0524558;27.857517
5043070;-23.5234336;-46.690229
5037070;-23.516738;-46.6888529
5033002;-23.5223386;-46.6963428
5037000;-23.5161446;-46.6878894
5037055;-23.5135522;-46.6872856
5033001;-23.522773;-46.6924178
2408080;-23.4846711;-46.627806
2335050;27.851562;30.7301453
2408060;-23.4820193;-46.6278505
2334001;27.7316993;30.7595996
2332000;-23.4853121;-46.62272489999999
2338090;-23.4784603;-46.619484
2408130;-23.4803971;-46.6257399
2332001;-23.4765283;-46.6197101
