CEP
1531060
1528000
1534000
1528020
1526030
1530040
1531001
1531000
1526010
1532050
1532010
1529001
1533000
1533070
1532001
1526020
4108130
1534010
4109110
4109040
1532000
1529000
1526000
1530010
1531020
1533080
1532020
1530080
1533030
4108001
4108020
1534001
4109130
1529010
1543020
1533010
1529020
1526050
1530000
1530020
1529040
4108000
1530090
1530050
4109020
1534030
1530030
1531030
4108030
1532030
1532040
1531010
1533020
1532070
5037030
5037050
5038000
5002030
5042001
5001000
5036001
5042010
5036110
5042000
5033080
5038001
5033070
5003040
5003010
5033020
5038015
5001200
5043060
5043010
5037090
5041000
5038010
5037001
5043050
5041010
5036000
5002000
5043020
5043000
5037120
5002010
5043070
5037070
5033002
5037000
5037055
5033001
2408080
2335050
2408060
2334001
2332000
2338090
2408130
2332001
2407090
2407060
2336030
2331010
2336050
2407010
2336000
2408040
2335001
2334020
2410014
2332040
2410003
2407030
2334050
2334130
2410013
2336020
2332030
2407140
2408000
2332020
2408150
2410092
2407005
2407003
2407000
2407080
2408020
2407050
2333000
2334090
2336010
2335090
2335000
2407070
2407130
2410012
2336110
2408050
2336070
2333050
2335020
2334000
2334091
2407002
2410004
2336040
2334010
2410110
2335070
2408110
2335011
2334070
2407120
2407040
2408140
2407020
2335040
4156060
4157090
4157000
4156000
4157070
4157010
4156100
4157020
4156010
4156040
4156080
3179010
3179070
3179090
3179020
3179100
3179060
3177900
3179030
3179050
3179110
3179140
3179150
4713000
5468010
5083120
5468020
5084030
5468110
5081060
5468060
5082001
5083060
5086010
5086000
5060000
5083030
5080000
5086020
5059000
5060010
5468040
5083140
5086110
5083010
5084080
5060050
5083080
5468070
5083130
5084020
5060020
5083020
5468050
5468030
5059130
5468000
5060030
5086040
5083070
5081070
3170050
3184090
3178040
3128070
3178140
3170010
3182010
3128160
3183001
3184030
3128010
3176001
3128040
3178090
3128030
3184020
3183000
3195100
3182060
3178020
3184080
3178120
3182020
3195010
3193000
3195000
3178000
3184010
3178210
3178220
3184040
3178190
3195970
3182050
3170070
3182070
3178001
3182040
3178170
3178060
3128110
3178160
3178200
3128050
3183110
3183080
3184110
3178110
3183120
3170030
3182030
3183060
3184050
4929000
4929140
4929230
4929340
4929330
4929160
4929210
4929220
4929020
4929290
4929060
4929030
4929120
4929250
4929300
4929080
4929110
4929040
4929240
4929130
4929170
4929050
4929200
4929090
4929100
4929070
4929320
4929190
4929260
4929310
4929180
4929280
5465000
5458001
5459000
5466000
5468140
5458000
5463060
5466020
5462020
5464030
5465050
5463010
5459002
5467070
5446010
5458020
5467000
5463050
5458002
5458904
5461020
3022040
3022020
3022000
3022080
3022030
3022050
3978735
3978760
3978700
3978705
3978720
3978740
3978730
4336165
4408080
4337020
4412010
4411220
4427020
4411110
4409060
4410000
4340090
4337110
4429020
4408090
5285000
4411100
4429150
4410080
4427070
4428110
4340030
4429270
4428010
4429060
4339140
4409000
4408000
4429230
4410140
4412160
4337150
4336080
4429250
4411080
4429220
4409080
4405290
4411000
4410120
4429200
4410110
4335050
4429035
4408050
4429030
4339020
4410070
4336000
4339000
4336020
4427005
4337100
4412070
4337170
4338180
4412090
4410010
4335140
4410150
4339050
4429000
4411130
4429190
4411070
4428020
4337090
4337000
4335120
4412110
4335020
4340000
4337180
4337040
4411030
4428160
4339160
4336175
4428030
4411120
4411090
4429110
4338120
4337075
4337140
4338030
4338170
4336120
4338150
4409040
4337160
4429280
4340040
4405210
4335010
4339070
4405090
4428140
4410170
4340100
4429040
4336030
4427060
4408010
4405265
4337050
4409010
4409030
4405901
4339060
4408100
4412020
4411060
4340110
4336060
4412080
4340020
4412150
4428040
4339170
4338190
4338020
4412000
4412140
4339100
4410060
4429290
4411140
4335000
4410130
4429010
4429240
4405140
4428130
4429260
4409070
4410040
4427050
4340070
4411170
4336160
4412120
4338060
4405110
4429130
4412060
4411200
4409085
4429320
4428050
4411210
4339090
4336040
4429003
4428070
4338080
4335030
4410090
4410050
4337120
4336110
4339010
4336010
4338100
4427055
4408060
4335080
4339110
4412100
4337185
4429180
4411190
4340060
4337190
4336140
4412130
4412050
4429205
4337030
4335070
4339080
4410160
4411160
4410165
4340010
4336050
4337130
4410100
4428100
4335100
4339120
4409100
4336090
4428120
4338130
4411040
4410180
4429033
4411230
4338140
4405030
4428080
4410005
4429090
4411075
4337095
4427025
4429225
4338090
4427015
4408110
4427023
4428090
4409090
4429170
4428060
4337010
4335060
4429005
4338000
4336100
4427000
4408095
4429100
4409050
4429210
4410030
4338160
4429140
4408030
4405150
4410020
4429300
4411050
4411035
4427030
4411180
4409020
4335040
4405095
4339130
4429080
4411020
4335130
4412040
4335090
4336130
4339005
4338110
4340065
4429050
4337080
4408040
4340028
4336070
4409025
4338010
4429310
4410045
4340035
4429120
4429160
4408070
4410175
4427010
4339011
4337210
4339150
4340015
4429070
5276110
5276100
5276050
5275015
3505015
3567120
3567080
3567040
3567060
3567070
3567000
3567130
3567010
3567050
